id,question,label
96979,Is the 2nd email body small?,1
96980,Is the 1st email body large?,1
96981,Is the 3rd email body small?,0
96982,Is the 3rd email body medium?,0
96983,Is the 1st email body small?,0
96984,Is the 2nd email body large?,0
96985,Is the 2nd email body large?,1
96986,Is the 1st email body large?,0
96987,Is the 3rd email body medium?,1
96988,Is the 3rd email body large?,1
96989,Is the 1st email body medium?,0
96990,Is the 3rd email body medium?,0
96991,Is the 3rd email body large?,1
96992,Is the 3rd email body small?,0
96993,Is the 1st email body small?,1
96994,Is the 3rd email body small?,1
96995,Is the 1st email body medium?,1
96996,Is the 2nd email body large?,1
96997,Is the 3rd email body medium?,1
96998,Is the 3rd email body small?,1
96999,Is the 3rd email body large?,0
97000,Is the 3rd email body large?,0
97001,Is the 1st email body medium?,1
97002,Is the 2nd email body medium?,1
97003,Is the 2nd email body medium?,0
97004,Is the 2nd email body small?,1
97005,Is the 2nd email body large?,0
97006,Is the 1st email body small?,1
97007,Is the 1st email body small?,0
97008,Is the 2nd email body medium?,0
97009,Is the 2nd email body medium?,0
97010,Is the 3rd email body large?,0
97011,Is the 3rd email body medium?,0
97012,Is the 2nd email body small?,1
97013,Is the 3rd email body large?,0
97014,Is the 2nd email body large?,1
97015,Is the 1st email body large?,1
97016,Is the 3rd email body medium?,1
97017,Is the 3rd email body small?,0
97018,Is the 1st email body small?,0
97019,Is the 2nd email body small?,0
97020,Is the 1st email body large?,1
97021,Is the 3rd email body medium?,0
97022,Is the 1st email body medium?,0
97023,Is the 2nd email body small?,0
97024,Is the 3rd email body medium?,0
97025,Is the 3rd email body medium?,1
97026,Is the 2nd email body medium?,1
97027,Is the 2nd email body medium?,0
97028,Is the 3rd email body large?,1
97029,Is the 2nd email body small?,0
97030,Is the 2nd email body small?,0
97031,Is the 3rd email body medium?,1
97032,Is the 1st email body large?,1
97033,Is the 1st email body medium?,0
97034,Is the 2nd email body large?,1
97035,Is the 2nd email body large?,1
97036,Is the 3rd email body large?,0
97037,Is the 1st email body large?,1
97038,Is the 1st email body medium?,1
97039,Is the 1st email body medium?,0
97040,Is the 2nd email body large?,1
97041,Is the 1st email body small?,1
97042,Is the 2nd email body small?,0
97043,Is the 3rd email body medium?,1
97044,Is the 2nd email body medium?,0
97045,Is the 3rd email body small?,0
97046,Is the 1st email body small?,1
97047,Is the 2nd email body large?,1
97048,Is the 2nd email body small?,0
97049,Is the 2nd email body small?,1
97050,Is the 3rd email body large?,0
97051,Is the 3rd email body small?,1
97052,Is the 1st email body large?,0
97053,Is the 3rd email body medium?,1
97054,Is the 2nd email body medium?,1
97055,Is the 1st email body large?,1
97056,Is the 2nd email body small?,0
97057,Is the 3rd email body large?,1
97058,Is the 1st email body small?,0
97059,Is the 1st email body small?,1
97060,Is the 2nd email body small?,1
97061,Is the 3rd email body large?,1
97062,Is the 2nd email body medium?,1
97063,Is the 1st email body small?,0
97064,Is the 2nd email body small?,0
97065,Is the 2nd email body small?,0
97066,Is the 1st email body medium?,0
97067,Is the 2nd email body medium?,0
97068,Is the 2nd email body medium?,0
97069,Is the 1st email body small?,1
97070,Is the 3rd email body medium?,0
97071,Is the 3rd email body medium?,0
97072,Is the 3rd email body large?,0
97073,Is the 1st email body medium?,0
97074,Is the 2nd email body medium?,0
97075,Is the 2nd email body large?,0
97076,Is the 3rd email body large?,1
97077,Is the 2nd email body large?,0
97078,Is the 1st email body medium?,0
97079,Is the 3rd email body medium?,1
97080,Is the 2nd email body large?,1
97081,Is the 1st email body large?,0
97082,Is the 3rd email body large?,0
97083,Is the 3rd email body small?,1
97084,Is the 3rd email body large?,0
97085,Is the 1st email body small?,1
97086,Is the 2nd email body small?,0
97087,Is the 1st email body small?,1
97088,Is the 3rd email body medium?,1
97089,Is the 2nd email body medium?,0
97090,Is the 3rd email body medium?,0
97091,Is the 3rd email body large?,0
97092,Is the 2nd email body small?,1
97093,Is the 2nd email body medium?,1
97094,Is the 3rd email body medium?,1
97095,Is the 2nd email body small?,1
97096,Is the 2nd email body large?,0
97097,Is the 1st email body large?,1
97098,Is the 3rd email body large?,0
97099,Is the 2nd email body small?,1
97100,Is the 2nd email body medium?,0
97101,Is the 2nd email body medium?,1
97102,Is the 3rd email body medium?,1
97103,Is the 1st email body medium?,1
97104,Is the 3rd email body large?,0
97105,Is the 3rd email body medium?,1
97106,Is the 2nd email body small?,1
97107,Is the 3rd email body large?,1
97108,Is the 1st email body small?,0
97109,Is the 3rd email body medium?,0
97110,Is the 1st email body large?,0
97111,Is the 2nd email body large?,1
97112,Is the 1st email body medium?,0
97113,Is the 2nd email body small?,0
97114,Is the 2nd email body small?,0
97115,Is the 1st email body medium?,0
97116,Is the 2nd email body small?,1
97117,Is the 2nd email body large?,1
97118,Is the 2nd email body small?,1
97119,Is the 2nd email body large?,1
97120,Is the 1st email body medium?,1
97121,Is the 3rd email body large?,0
97122,Is the 1st email body large?,1
97123,Is the 2nd email body medium?,1
97124,Is the 3rd email body large?,0
97125,Is the 1st email body large?,1
97126,Is the 1st email body large?,1
97127,Is the 2nd email body small?,1
97128,Is the 3rd email body medium?,0
97129,Is the 2nd email body small?,1
97130,Is the 1st email body large?,1
97131,Is the 1st email body medium?,0
97132,Is the 3rd email body small?,0
97133,Is the 1st email body large?,0
97134,Is the 3rd email body large?,1
97135,Is the 3rd email body large?,0
97136,Is the 1st email body small?,1
97137,Is the 3rd email body large?,1
97138,Is the 2nd email body medium?,1
97139,Is the 3rd email body medium?,0
97140,Is the 2nd email body medium?,0
97141,Is the 1st email body large?,0
97142,Is the 1st email body large?,0
97143,Is the 1st email body large?,0
97144,Is the 1st email body medium?,1
97145,Is the 1st email body small?,1
97146,Is the 2nd email body large?,1
97147,Is the 2nd email body large?,1
97148,Is the 2nd email body large?,0
97149,Is the 3rd email body large?,1
97150,Is the 3rd email body medium?,1
97151,Is the 3rd email body small?,1
97152,Is the 3rd email body large?,0
97153,Is the 3rd email body medium?,0
97154,Is the 2nd email body small?,0
97155,Is the 2nd email body medium?,0
97156,Is the 3rd email body medium?,1
97157,Is the 2nd email body medium?,1
97158,Is the 1st email body medium?,1
97159,Is the 2nd email body large?,1
97160,Is the 3rd email body large?,1
97161,Is the 1st email body large?,1
97162,Is the 2nd email body large?,1
97163,Is the 2nd email body small?,0
97164,Is the 2nd email body medium?,0
97165,Is the 1st email body large?,1
97166,Is the 3rd email body small?,1
97167,Is the 2nd email body small?,0
97168,Is the 3rd email body small?,0
97169,Is the 3rd email body medium?,0
97170,Is the 1st email body large?,0
97171,Is the 3rd email body small?,0
97172,Is the 1st email body large?,1
97173,Is the 3rd email body medium?,1
97174,Is the 3rd email body medium?,0
97175,Is the 3rd email body large?,1
97176,Is the 2nd email body large?,0
97177,Is the 3rd email body medium?,1
97178,Is the 2nd email body medium?,0
97179,Is the 3rd email body large?,1
97180,Is the 3rd email body small?,1
97181,Is the 1st email body small?,1
97182,Is the 1st email body medium?,1
97183,Is the 1st email body small?,1
97184,Is the 2nd email body large?,0
97185,Is the 1st email body small?,0
97186,Is the 1st email body medium?,1
97187,Is the 2nd email body medium?,1
97188,Is the 2nd email body small?,1
97189,Is the 3rd email body medium?,0
97190,Is the 1st email body large?,1
97191,Is the 1st email body small?,0
97192,Is the 1st email body small?,0
97193,Is the 3rd email body small?,1
97194,Is the 2nd email body medium?,1
97195,Is the 1st email body medium?,1
97196,Is the 2nd email body small?,0
97197,Is the 2nd email body medium?,1
97198,Is the 3rd email body medium?,1
97199,Is the 3rd email body small?,1
97200,Is the 1st email body medium?,0
97201,Is the 1st email body large?,0
97202,Is the 2nd email body large?,0
97203,Is the 1st email body medium?,0
97204,Is the 1st email body large?,0
97205,Is the 3rd email body medium?,0
97206,Is the 3rd email body large?,1
97207,Is the 3rd email body small?,0
97208,Is the 1st email body medium?,1
97209,Is the 3rd email body small?,1
97210,Is the 1st email body small?,0
97211,Is the 2nd email body medium?,1
97212,Is the 1st email body medium?,0
97213,Is the 1st email body small?,1
97214,Is the 1st email body large?,1
97215,Is the 1st email body small?,0
97216,Is the 3rd email body large?,0
97217,Is the 3rd email body large?,1
97218,Is the 1st email body medium?,1
97219,Is the 3rd email body small?,1
97220,Is the 2nd email body small?,1
97221,Is the 1st email body medium?,0
97222,Is the 3rd email body large?,1
97223,Is the 1st email body medium?,0
97224,Is the 2nd email body medium?,1
97225,Is the 2nd email body large?,1
97226,Is the 3rd email body small?,1
97227,Is the 1st email body small?,1
97228,Is the 3rd email body medium?,0
97229,Is the 2nd email body small?,0
97230,Is the 2nd email body small?,0
97231,Is the 2nd email body large?,0
97232,Is the 3rd email body large?,0
97233,Is the 2nd email body small?,0
97234,Is the 3rd email body small?,0
97235,Is the 1st email body medium?,1
97236,Is the 3rd email body medium?,0
97237,Is the 1st email body large?,0
97238,Is the 3rd email body small?,0
97239,Is the 1st email body small?,0
97240,Is the 1st email body medium?,0
97241,Is the 3rd email body large?,1
97242,Is the 3rd email body small?,0
97243,Is the 1st email body large?,1
97244,Is the 2nd email body medium?,0
97245,Is the 2nd email body small?,0
97246,Is the 1st email body large?,1
97247,Is the 3rd email body large?,0
97248,Is the 1st email body large?,1
97249,Is the 3rd email body medium?,0
97250,Is the 1st email body small?,0
97251,Is the 2nd email body large?,1
97252,Is the 1st email body large?,0
97253,Is the 3rd email body small?,1
97254,Is the 1st email body medium?,0
97255,Is the 1st email body medium?,0
97256,Is the 2nd email body large?,0
97257,Is the 3rd email body small?,1
97258,Is the 3rd email body medium?,0
97259,Is the 2nd email body small?,1
97260,Is the 2nd email body small?,1
97261,Is the 1st email body medium?,0
97262,Is the 1st email body large?,0
97263,Is the 2nd email body large?,0
97264,Is the 3rd email body large?,0
97265,Is the 2nd email body medium?,0
97266,Is the 1st email body large?,1
97267,Is the 2nd email body medium?,0
97268,Is the 1st email body medium?,0
97269,Is the 1st email body small?,1
97270,Is the 1st email body large?,0
97271,Is the 3rd email body small?,1
97272,Is the 3rd email body large?,0
97273,Is the 3rd email body medium?,0
97274,Is the 2nd email body large?,0
97275,Is the 3rd email body small?,0
97276,Is the 3rd email body medium?,1
97277,Is the 1st email body medium?,0
97278,Is the 1st email body large?,0
97279,Is the 1st email body small?,0
97280,Is the 3rd email body large?,0
97281,Is the 1st email body medium?,1
97282,Is the 2nd email body small?,0
97283,Is the 3rd email body medium?,1
97284,Is the 2nd email body medium?,1
97285,Is the 2nd email body small?,0
97286,Is the 1st email body small?,1
97287,Is the 3rd email body medium?,1
97288,Is the 2nd email body medium?,0
97289,Is the 1st email body small?,1
97290,Is the 2nd email body small?,0
97291,Is the 2nd email body large?,1
97292,Is the 1st email body small?,1
97293,Is the 1st email body medium?,0
97294,Is the 2nd email body medium?,0
97295,Is the 2nd email body medium?,0
97296,Is the 2nd email body large?,1
97297,Is the 2nd email body large?,0
97298,Is the 2nd email body large?,0
97299,Is the 3rd email body large?,0
97300,Is the 3rd email body small?,1
97301,Is the 1st email body large?,0
97302,Is the 2nd email body medium?,0
97303,Is the 2nd email body small?,1
97304,Is the 3rd email body large?,0
97305,Is the 3rd email body small?,1
97306,Is the 1st email body large?,1
97307,Is the 2nd email body medium?,0
97308,Is the 1st email body small?,0
97309,Is the 1st email body large?,0
97310,Is the 3rd email body medium?,1
97311,Is the 1st email body small?,0
97312,Is the 3rd email body small?,1
97313,Is the 3rd email body small?,1
97314,Is the 1st email body large?,1
97315,Is the 2nd email body small?,0
97316,Is the 2nd email body medium?,1
97317,Is the 1st email body medium?,1
97318,Is the 3rd email body medium?,0
97319,Is the 3rd email body small?,0
97320,Is the 1st email body small?,0
97321,Is the 3rd email body small?,1
97322,Is the 1st email body medium?,1
97323,Is the 2nd email body large?,1
97324,Is the 1st email body large?,1
97325,Is the 3rd email body small?,1
97326,Is the 1st email body large?,0
97327,Is the 3rd email body small?,1
97328,Is the 2nd email body medium?,1
97329,Is the 3rd email body large?,1
97330,Is the 2nd email body large?,0
